id,date,taskorder,tasknumber,taskordernumber,geomtasktime,metatasktime,totaltime,correctgeom,correctmetadata,total_correct_elements,correct_buildings_geom,correct_buildings_meta,participant,task,participant_age,task_id
182,2017-05-02 10:30:03.899857+00:00,"[4, 1, 3, 2]",2,3,36,16,52,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 221, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
188,2017-05-02 10:49:38.043218+00:00,"[4, 3, 2, 1]",2,2,50,48,98,4,5,9,"[10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 225, experienced: True, age: 25","id: 2, title: Building geometry and metadata",25,2
160,2017-05-02 09:17:39.976451+00:00,"[4, 1, 3, 2]",2,3,83,33,116,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 208, experienced: True, age: 25","id: 2, title: Building geometry and metadata",25,2
205,2017-05-03 07:18:41.303647+00:00,"[4, 2, 1, 3]",2,1,64,84,148,4,5,9,"[15, 16, 17, 19]","[15, 16, 18, 19, 20]","id: 230, experienced: True, age: 29","id: 2, title: Building geometry and metadata",29,2
207,2017-05-03 07:20:00.761070+00:00,"[4, 3, 2, 1]",2,2,35,18,53,5,2,7,"[1, 2, 3, 4, 6]","[1, 4]","id: 232, experienced: True, age: 22","id: 2, title: Building geometry and metadata",22,2
212,2017-05-03 07:42:37.687071+00:00,"[4, 2, 1, 3]",2,1,94,117,211,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 11, 12, 13, 14]","id: 234, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
222,2017-05-03 08:00:11.720747+00:00,"[4, 3, 2, 1]",2,2,75,78,153,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 11, 12, 13, 14]","id: 238, experienced: True, age: 32","id: 2, title: Building geometry and metadata",32,2
223,2017-05-03 08:01:45.365277+00:00,"[4, 2, 3, 1]",2,1,184,112,296,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 5, 6]","id: 236, experienced: True, age: 25","id: 2, title: Building geometry and metadata",25,2
237,2017-05-03 09:20:35.437170+00:00,"[4, 1, 2, 3]",2,2,160,38,198,4,4,8,"[10, 11, 12, 14]","[9, 11, 13, 14]","id: 245, experienced: True, age: 42","id: 2, title: Building geometry and metadata",42,2
245,2017-05-03 10:16:05.917391+00:00,"[4, 3, 2, 1]",2,2,82,66,148,4,5,9,"[9, 10, 11, 12]","[9, 10, 12, 13, 14]","id: 250, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
254,2017-05-03 10:43:48.649877+00:00,"[4, 3, 1, 2]",2,3,96,42,138,5,5,10,"[10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 249, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
255,2017-05-03 10:45:19.022732+00:00,"[4, 1, 3, 2]",2,3,153,60,213,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 252, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
272,2017-05-03 11:42:14.161811+00:00,"[4, 3, 1, 2]",2,3,101,39,140,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 265, experienced: True, age: 49","id: 2, title: Building geometry and metadata",49,2
274,2017-05-03 12:18:01.639752+00:00,"[4, 2, 3, 1]",2,1,80,36,116,3,4,7,"[10, 11, 14]","[9, 12, 13, 14]","id: 270, experienced: True, age: 27","id: 2, title: Building geometry and metadata",27,2
277,2017-05-03 12:35:35.674686+00:00,"[4, 3, 2, 1]",2,2,66,31,97,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 273, experienced: True, age: 31","id: 2, title: Building geometry and metadata",31,2
286,2017-05-03 13:00:20.031876+00:00,"[4, 1, 3, 2]",2,3,60,45,105,3,6,9,"[10, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 275, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
288,2017-05-03 13:04:30.925160+00:00,"[4, 3, 1, 2]",2,3,74,31,105,5,4,9,"[15, 16, 17, 19, 20]","[15, 17, 19, 20]","id: 277, experienced: True, age: 34","id: 2, title: Building geometry and metadata",34,2
