id,date,taskorder,tasknumber,taskordernumber,geomtasktime,metatasktime,totaltime,correctgeom,correctmetadata,total_correct_elements,correct_buildings_geom,correct_buildings_meta,participant,task,participant_age,task_id
559,2017-05-05 10:13:04.600167+00:00,"[4, 1, 2, 3]",1,1,82,58,140,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 473, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
348,2017-05-03 18:28:31.059798+00:00,"[4, 2, 3, 1]",4,0,54,86,140,2,1,3,"[0, 8]",[8],"id: 348, experienced: True, age: 40","id: 4, title: Training Task",40,4
272,2017-05-03 11:42:14.161811+00:00,"[4, 3, 1, 2]",2,3,101,39,140,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 265, experienced: True, age: 49","id: 2, title: Building geometry and metadata",49,2
283,2017-05-03 12:56:11.525835+00:00,"[4, 1, 3, 2]",1,1,76,66,142,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 275, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
315,2017-05-03 15:17:16.298134+00:00,"[4, 1, 2, 3]",2,2,90,52,142,4,4,8,"[10, 11, 12, 14]","[9, 12, 13, 14]","id: 298, experienced: True, age: 31","id: 2, title: Building geometry and metadata",31,2
423,2017-05-04 07:26:01.251471+00:00,"[4, 1, 2, 3]",3,3,106,38,144,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 408, experienced: True, age: 37","id: 3, title: Building geometry and metadata",37,3
463,2017-05-04 12:03:06.379323+00:00,"[4, 1, 2, 3]",3,3,92,53,145,5,5,10,"[9, 10, 11, 12, 14]","[9, 10, 11, 12, 14]","id: 427, experienced: True, age: 22","id: 3, title: Building geometry and metadata",22,3
314,2017-05-03 15:14:29.242774+00:00,"[4, 1, 2, 3]",1,1,77,68,145,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 298, experienced: True, age: 31","id: 1, title: Building geometry and metadata",31,1
776,2017-05-08 10:30:27.489030+00:00,"[4, 3, 2, 1]",2,2,92,54,146,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 589, experienced: True, age: 52","id: 2, title: Building geometry and metadata",52,2
414,2017-05-04 06:57:21.824464+00:00,"[4, 3, 1, 2]",1,2,95,52,147,4,6,10,"[9, 10, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 406, experienced: True, age: 34","id: 1, title: Building geometry and metadata",34,1
690,2017-05-06 11:04:22.875587+00:00,"[4, 2, 1, 3]",2,1,73,74,147,5,6,11,"[9, 10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 549, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
525,2017-05-05 07:36:28.484079+00:00,"[4, 3, 2, 1]",4,0,55,92,147,2,2,4,"[0, 8]","[8, 0]","id: 460, experienced: True, age: 36","id: 4, title: Training Task",36,4
205,2017-05-03 07:18:41.303647+00:00,"[4, 2, 1, 3]",2,1,64,84,148,4,5,9,"[15, 16, 17, 19]","[15, 16, 18, 19, 20]","id: 230, experienced: True, age: 29","id: 2, title: Building geometry and metadata",29,2
461,2017-05-04 12:00:26.700462+00:00,"[4, 1, 2, 3]",2,2,73,75,148,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 427, experienced: True, age: 22","id: 2, title: Building geometry and metadata",22,2
245,2017-05-03 10:16:05.917391+00:00,"[4, 3, 2, 1]",2,2,82,66,148,4,5,9,"[9, 10, 11, 12]","[9, 10, 12, 13, 14]","id: 250, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
218,2017-05-03 07:55:58.036936+00:00,"[4, 2, 3, 1]",4,0,106,43,149,2,2,4,"[0, 8]","[8, 0]","id: 236, experienced: True, age: 25","id: 4, title: Training Task",25,4
362,2017-05-03 19:04:05.081724+00:00,"[4, 1, 3, 2]",2,3,96,53,149,4,3,7,"[10, 11, 12, 13]","[11, 12, 14]","id: 355, experienced: True, age: 29","id: 2, title: Building geometry and metadata",29,2
725,2017-05-07 15:19:12.819848+00:00,"[4, 1, 3, 2]",3,2,102,48,150,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 562, experienced: True, age: 24","id: 3, title: Building geometry and metadata",24,3
222,2017-05-03 08:00:11.720747+00:00,"[4, 3, 2, 1]",2,2,75,78,153,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 11, 12, 13, 14]","id: 238, experienced: True, age: 32","id: 2, title: Building geometry and metadata",32,2
403,2017-05-03 21:57:13.003321+00:00,"[4, 1, 2, 3]",3,3,124,29,153,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 391, experienced: True, age: 44","id: 3, title: Building geometry and metadata",44,3
508,2017-05-05 06:31:05.824291+00:00,"[4, 3, 1, 2]",3,1,75,79,154,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 20]","id: 452, experienced: True, age: 38","id: 3, title: Building geometry and metadata",38,3
771,2017-05-08 10:22:28.392812+00:00,"[4, 3, 2, 1]",4,0,102,52,154,1,2,3,[0],"[8, 0]","id: 589, experienced: True, age: 52","id: 4, title: Training Task",52,4
616,2017-05-05 12:10:29.940139+00:00,"[4, 1, 3, 2]",4,0,96,59,155,1,2,3,[0],"[8, 0]","id: 507, experienced: True, age: 22","id: 4, title: Training Task",22,4
809,2017-05-09 08:18:29.450277+00:00,"[4, 2, 3, 1]",2,1,67,89,156,4,4,8,"[15, 16, 17, 19]","[15, 16, 17, 19]","id: 598, experienced: True, age: 44","id: 2, title: Building geometry and metadata",44,2
733,2017-05-08 05:03:44.853023+00:00,"[4, 2, 3, 1]",4,0,72,84,156,1,2,3,[8],"[8, 0]","id: 567, experienced: True, age: 46","id: 4, title: Training Task",46,4
726,2017-05-07 15:22:16.190309+00:00,"[4, 1, 3, 2]",2,3,98,58,156,5,6,11,"[10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 562, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
307,2017-05-03 15:10:30.784334+00:00,"[4, 3, 1, 2]",3,1,93,64,157,6,6,12,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 296, experienced: True, age: 43","id: 3, title: Building geometry and metadata",43,3
224,2017-05-03 08:03:22.428498+00:00,"[4, 3, 2, 1]",1,3,71,87,158,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 238, experienced: True, age: 32","id: 1, title: Building geometry and metadata",32,1
270,2017-05-03 11:39:25.941442+00:00,"[4, 3, 1, 2]",1,2,92,66,158,5,5,10,"[15, 16, 17, 19, 20]","[15, 16, 18, 19, 20]","id: 265, experienced: True, age: 49","id: 1, title: Building geometry and metadata",49,1
800,2017-05-08 19:54:19.149492+00:00,"[4, 2, 1, 3]",1,2,87,71,158,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 4, 5]","id: 594, experienced: True, age: 50","id: 1, title: Building geometry and metadata",50,1
465,2017-05-04 12:08:28.816603+00:00,"[4, 1, 3, 2]",2,3,79,80,159,6,2,8,"[9, 10, 11, 12, 13, 14]","[9, 12]","id: 428, experienced: True, age: 36","id: 2, title: Building geometry and metadata",36,2
340,2017-05-03 17:41:45.326423+00:00,"[4, 3, 1, 2]",4,0,40,119,159,2,1,3,"[0, 8]",[0],"id: 341, experienced: True, age: 47","id: 4, title: Training Task",47,4
507,2017-05-05 06:29:50.438194+00:00,"[4, 2, 3, 1]",4,0,51,109,160,2,2,4,"[0, 8]","[8, 0]","id: 451, experienced: True, age: 43","id: 4, title: Training Task",43,4
321,2017-05-03 16:05:30.753288+00:00,"[4, 2, 1, 3]",4,0,143,17,160,2,2,4,"[0, 8]","[8, 0]","id: 306, experienced: True, age: 46","id: 4, title: Training Task",46,4
482,2017-05-04 15:30:25.986971+00:00,"[4, 1, 2, 3]",2,2,97,64,161,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 441, experienced: True, age: 22","id: 2, title: Building geometry and metadata",22,2
355,2017-05-03 18:44:34.282617+00:00,"[4, 3, 2, 1]",2,2,119,42,161,5,4,9,"[15, 16, 17, 19, 20]","[15, 17, 18, 20]","id: 351, experienced: True, age: 40","id: 2, title: Building geometry and metadata",40,2
521,2017-05-05 07:21:12.513563+00:00,"[4, 3, 2, 1]",1,3,105,57,162,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 453, experienced: True, age: 51","id: 1, title: Building geometry and metadata",51,1
360,2017-05-03 18:56:11.983939+00:00,"[4, 1, 3, 2]",1,1,93,70,163,6,5,11,"[1, 2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]","id: 355, experienced: True, age: 29","id: 1, title: Building geometry and metadata",29,1
415,2017-05-04 07:00:22.979553+00:00,"[4, 3, 1, 2]",2,3,101,62,163,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 406, experienced: True, age: 34","id: 2, title: Building geometry and metadata",34,2
478,2017-05-04 13:50:49.964575+00:00,"[4, 3, 2, 1]",1,3,130,34,164,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 436, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
365,2017-05-03 19:09:33.969990+00:00,"[4, 1, 2, 3]",1,1,92,72,164,4,6,10,"[10, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 359, experienced: True, age: 44","id: 1, title: Building geometry and metadata",44,1
515,2017-05-05 06:43:27.639834+00:00,"[4, 3, 2, 1]",3,1,104,61,165,4,5,9,"[15, 16, 17, 19]","[15, 17, 18, 19, 20]","id: 454, experienced: True, age: 40","id: 3, title: Building geometry and metadata",40,3
158,2017-05-02 09:13:21.493731+00:00,"[4, 1, 3, 2]",1,1,89,77,166,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 208, experienced: True, age: 25","id: 1, title: Building geometry and metadata",25,1
671,2017-05-05 20:11:54.853773+00:00,"[4, 3, 2, 1]",3,1,106,60,166,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 538, experienced: True, age: 24","id: 3, title: Building geometry and metadata",24,3
357,2017-05-03 18:47:58.906560+00:00,"[4, 3, 2, 1]",1,3,92,76,168,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 351, experienced: True, age: 40","id: 1, title: Building geometry and metadata",40,1
512,2017-05-05 06:38:35.541600+00:00,"[4, 2, 3, 1]",3,2,110,58,168,5,4,9,"[15, 16, 17, 18, 19]","[15, 17, 18, 19]","id: 451, experienced: True, age: 43","id: 3, title: Building geometry and metadata",43,3
301,2017-05-03 14:45:17.880014+00:00,"[4, 3, 2, 1]",3,1,113,56,169,2,4,6,"[4, 5]","[1, 2, 3, 5]","id: 292, experienced: True, age: 36","id: 3, title: Building geometry and metadata",36,3
235,2017-05-03 09:16:54.589291+00:00,"[4, 1, 2, 3]",1,1,104,68,172,5,5,10,"[15, 16, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 245, experienced: True, age: 42","id: 1, title: Building geometry and metadata",42,1
537,2017-05-05 07:50:37.996845+00:00,"[4, 1, 3, 2]",2,3,125,49,174,5,3,8,"[1, 3, 4, 5, 6]","[1, 3, 4]","id: 462, experienced: True, age: 39","id: 2, title: Building geometry and metadata",39,2
287,2017-05-03 13:02:27.144708+00:00,"[4, 3, 1, 2]",1,2,96,79,175,4,4,8,"[3, 4, 5, 6]","[1, 2, 4, 5]","id: 277, experienced: True, age: 34","id: 1, title: Building geometry and metadata",34,1
531,2017-05-05 07:43:29.337658+00:00,"[4, 1, 2, 3]",2,2,97,79,176,6,5,11,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 456, experienced: True, age: 42","id: 2, title: Building geometry and metadata",42,2
367,2017-05-03 19:15:44.801740+00:00,"[4, 3, 2, 1]",2,2,113,63,176,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 358, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
226,2017-05-03 08:09:20.505780+00:00,"[4, 2, 3, 1]",1,3,123,56,179,5,4,9,"[15, 16, 17, 18, 19]","[15, 18, 19, 20]","id: 236, experienced: True, age: 25","id: 1, title: Building geometry and metadata",25,1
219,2017-05-03 07:57:21.551473+00:00,"[4, 3, 2, 1]",3,1,86,93,179,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 5]","id: 238, experienced: True, age: 32","id: 3, title: Building geometry and metadata",32,3
213,2017-05-03 07:46:14.648972+00:00,"[4, 2, 1, 3]",1,2,106,75,181,5,3,8,"[2, 3, 4, 5, 6]","[2, 3, 4]","id: 234, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
459,2017-05-04 11:56:33.480172+00:00,"[4, 1, 3, 2]",4,0,82,100,182,2,2,4,"[0, 8]","[8, 0]","id: 428, experienced: True, age: 36","id: 4, title: Training Task",36,4
266,2017-05-03 11:33:54.989499+00:00,"[4, 3, 1, 2]",3,1,132,50,182,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 265, experienced: True, age: 49","id: 3, title: Building geometry and metadata",49,3
316,2017-05-03 15:25:21.904689+00:00,"[4, 3, 2, 1]",4,0,75,107,182,2,2,4,"[0, 8]","[8, 0]","id: 302, experienced: True, age: 28","id: 4, title: Training Task",28,4
338,2017-05-03 17:38:23.118808+00:00,"[4, 3, 2, 1]",1,3,77,105,182,6,5,11,"[15, 16, 17, 18, 19, 20]","[16, 17, 18, 19, 20]","id: 333, experienced: True, age: 27","id: 1, title: Building geometry and metadata",27,1
368,2017-05-03 19:19:36.121850+00:00,"[4, 3, 2, 1]",1,3,132,52,184,5,5,10,"[15, 16, 17, 18, 19]","[16, 17, 18, 19, 20]","id: 358, experienced: True, age: 23","id: 1, title: Building geometry and metadata",23,1
504,2017-05-05 04:38:00.083884+00:00,"[4, 1, 2, 3]",2,2,102,83,185,6,3,9,"[15, 16, 17, 18, 19, 20]","[15, 16, 20]","id: 450, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
215,2017-05-03 07:49:31.934750+00:00,"[4, 2, 1, 3]",3,3,124,61,185,6,4,10,"[15, 16, 17, 18, 19, 20]","[16, 18, 19, 20]","id: 234, experienced: True, age: 24","id: 3, title: Building geometry and metadata",24,3
409,2017-05-04 05:24:43.611541+00:00,"[4, 2, 1, 3]",2,1,118,67,185,3,6,9,"[10, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 402, experienced: True, age: 39","id: 2, title: Building geometry and metadata",39,2
514,2017-05-05 06:42:17.976154+00:00,"[4, 2, 3, 1]",1,3,87,98,185,6,5,11,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 5, 6]","id: 451, experienced: True, age: 43","id: 1, title: Building geometry and metadata",43,1
585,2017-05-05 10:50:58.739084+00:00,"[4, 2, 3, 1]",2,1,126,60,186,5,3,8,"[1, 2, 3, 5, 6]","[1, 4, 5]","id: 476, experienced: True, age: 46","id: 2, title: Building geometry and metadata",46,2
534,2017-05-05 07:46:56.973745+00:00,"[4, 1, 2, 3]",3,3,108,78,186,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 456, experienced: True, age: 42","id: 3, title: Building geometry and metadata",42,3
668,2017-05-05 19:56:04.497199+00:00,"[4, 3, 1, 2]",1,2,139,47,186,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 537, experienced: True, age: 33","id: 1, title: Building geometry and metadata",33,1
575,2017-05-05 10:39:03.386312+00:00,"[4, 2, 3, 1]",4,0,124,62,186,2,2,4,"[0, 8]","[8, 0]","id: 476, experienced: True, age: 46","id: 4, title: Training Task",46,4
812,2017-05-09 08:23:50.446389+00:00,"[4, 2, 1, 3]",3,3,105,81,186,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 6]","id: 597, experienced: True, age: 34","id: 3, title: Building geometry and metadata",34,3
536,2017-05-05 07:48:57.731096+00:00,"[4, 3, 2, 1]",1,3,93,95,188,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 460, experienced: True, age: 36","id: 1, title: Building geometry and metadata",36,1
813,2017-05-09 08:24:53.189354+00:00,"[4, 2, 3, 1]",1,3,98,91,189,5,5,10,"[10, 11, 12, 13, 14]","[10, 11, 12, 13, 14]","id: 598, experienced: True, age: 44","id: 1, title: Building geometry and metadata",44,1
490,2017-05-04 16:14:15.061652+00:00,"[4, 2, 1, 3]",1,2,129,61,190,5,4,9,"[2, 3, 4, 5, 6]","[2, 3, 5, 6]","id: 443, experienced: True, age: 56","id: 1, title: Building geometry and metadata",56,1
489,2017-05-04 16:10:29.218311+00:00,"[4, 2, 1, 3]",2,1,118,73,191,5,4,9,"[9, 10, 11, 12, 14]","[10, 11, 12, 14]","id: 443, experienced: True, age: 56","id: 2, title: Building geometry and metadata",56,2
499,2017-05-04 21:48:11.519363+00:00,"[4, 2, 3, 1]",2,1,76,117,193,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 448, experienced: True, age: 22","id: 2, title: Building geometry and metadata",22,2
345,2017-05-03 17:54:42.234377+00:00,"[4, 2, 1, 3]",1,2,118,76,194,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 340, experienced: True, age: 40","id: 1, title: Building geometry and metadata",40,1
298,2017-05-03 14:05:25.302247+00:00,"[4, 2, 3, 1]",1,3,146,49,195,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4]","id: 283, experienced: True, age: 54","id: 1, title: Building geometry and metadata",54,1
285,2017-05-03 12:58:56.018468+00:00,"[4, 3, 1, 2]",3,1,123,74,197,5,5,10,"[10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 277, experienced: True, age: 34","id: 3, title: Building geometry and metadata",34,3
476,2017-05-04 13:44:41.570947+00:00,"[4, 3, 2, 1]",3,1,104,94,198,4,6,10,"[15, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 436, experienced: True, age: 22","id: 3, title: Building geometry and metadata",22,3
237,2017-05-03 09:20:35.437170+00:00,"[4, 1, 2, 3]",2,2,160,38,198,4,4,8,"[10, 11, 12, 14]","[9, 11, 13, 14]","id: 245, experienced: True, age: 42","id: 2, title: Building geometry and metadata",42,2
533,2017-05-05 07:45:07.089153+00:00,"[4, 3, 2, 1]",2,2,104,95,199,6,5,11,"[1, 2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]","id: 460, experienced: True, age: 36","id: 2, title: Building geometry and metadata",36,2
460,2017-05-04 11:57:38.095968+00:00,"[4, 1, 2, 3]",1,1,88,112,200,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 427, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
519,2017-05-05 07:11:51.130851+00:00,"[4, 3, 2, 1]",3,1,112,88,200,4,5,9,"[10, 11, 12, 13]","[9, 10, 12, 13, 14]","id: 453, experienced: True, age: 51","id: 3, title: Building geometry and metadata",51,3
439,2017-05-04 09:54:22.384767+00:00,"[4, 2, 1, 3]",2,1,127,73,200,5,4,9,"[9, 10, 11, 12, 14]","[9, 11, 13, 14]","id: 419, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
249,2017-05-03 10:28:10.886245+00:00,"[4, 3, 1, 2]",3,1,90,112,202,5,5,10,"[1, 2, 3, 5, 6]","[1, 2, 3, 4, 5]","id: 249, experienced: True, age: 23","id: 3, title: Building geometry and metadata",23,3
481,2017-05-04 15:27:24.165405+00:00,"[4, 1, 2, 3]",1,1,110,93,203,5,6,11,"[10, 11, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 441, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
344,2017-05-03 17:52:24.943530+00:00,"[4, 3, 1, 2]",1,2,83,122,205,5,3,8,"[15, 16, 17, 19, 20]","[17, 18, 20]","id: 341, experienced: True, age: 47","id: 1, title: Building geometry and metadata",47,1
335,2017-05-03 17:34:37.886723+00:00,"[4, 3, 2, 1]",2,2,127,80,207,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 333, experienced: True, age: 27","id: 2, title: Building geometry and metadata",27,2
386,2017-05-03 20:40:01.817097+00:00,"[4, 1, 2, 3]",3,3,102,107,209,2,3,5,"[10, 14]","[10, 11, 12]","id: 380, experienced: True, age: 38","id: 3, title: Building geometry and metadata",38,3
212,2017-05-03 07:42:37.687071+00:00,"[4, 2, 1, 3]",2,1,94,117,211,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 11, 12, 13, 14]","id: 234, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
