id,date,taskorder,tasknumber,taskordernumber,geomtasktime,metatasktime,totaltime,correctgeom,correctmetadata,total_correct_elements,correct_buildings_geom,correct_buildings_meta,participant,task,participant_age,task_id
215,2017-05-03 07:49:31.934750+00:00,"[4, 2, 1, 3]",3,3,124,61,185,6,4,10,"[15, 16, 17, 18, 19, 20]","[16, 18, 19, 20]","id: 234, experienced: True, age: 24","id: 3, title: Building geometry and metadata",24,3
217,2017-05-03 07:55:23.492859+00:00,"[4, 2, 1, 3]",2,1,167,147,314,5,5,10,"[1, 2, 3, 5, 6]","[1, 2, 3, 4, 5]","id: 235, experienced: False, age: 24","id: 2, title: Building geometry and metadata",24,2
219,2017-05-03 07:57:21.551473+00:00,"[4, 3, 2, 1]",3,1,86,93,179,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 5]","id: 238, experienced: True, age: 32","id: 3, title: Building geometry and metadata",32,3
225,2017-05-03 08:05:36.784417+00:00,"[4, 2, 3, 1]",3,2,120,97,217,6,4,10,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 13]","id: 236, experienced: True, age: 25","id: 3, title: Building geometry and metadata",25,3
230,2017-05-03 09:06:22.164257+00:00,"[4, 3, 1, 2]",3,1,253,97,350,5,5,10,"[15, 16, 17, 19, 20]","[15, 17, 18, 19, 20]","id: 243, experienced: False, age: 54","id: 3, title: Building geometry and metadata",54,3
231,2017-05-03 09:11:14.945916+00:00,"[4, 3, 1, 2]",1,2,167,81,248,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 243, experienced: False, age: 54","id: 1, title: Building geometry and metadata",54,1
235,2017-05-03 09:16:54.589291+00:00,"[4, 1, 2, 3]",1,1,104,68,172,5,5,10,"[15, 16, 18, 19, 20]","[15, 17, 18, 19, 20]","id: 245, experienced: True, age: 42","id: 1, title: Building geometry and metadata",42,1
241,2017-05-03 09:56:28.072765+00:00,"[4, 2, 3, 1]",3,2,67,33,100,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 248, experienced: False, age: 24","id: 3, title: Building geometry and metadata",24,3
244,2017-05-03 10:13:16.286662+00:00,"[4, 3, 2, 1]",3,1,128,92,220,4,6,10,"[1, 2, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 250, experienced: True, age: 23","id: 3, title: Building geometry and metadata",23,3
249,2017-05-03 10:28:10.886245+00:00,"[4, 3, 1, 2]",3,1,90,112,202,5,5,10,"[1, 2, 3, 5, 6]","[1, 2, 3, 4, 5]","id: 249, experienced: True, age: 23","id: 3, title: Building geometry and metadata",23,3
254,2017-05-03 10:43:48.649877+00:00,"[4, 3, 1, 2]",2,3,96,42,138,5,5,10,"[10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 249, experienced: True, age: 23","id: 2, title: Building geometry and metadata",23,2
258,2017-05-03 11:22:09.805179+00:00,"[4, 2, 3, 1]",2,1,138,105,243,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 5]","id: 261, experienced: False, age: 24","id: 2, title: Building geometry and metadata",24,2
262,2017-05-03 11:29:25.866698+00:00,"[4, 2, 3, 1]",1,3,106,71,177,5,5,10,"[9, 10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 261, experienced: False, age: 24","id: 1, title: Building geometry and metadata",24,1
263,2017-05-03 11:29:26.425970+00:00,"[4, 1, 2, 3]",3,3,154,37,191,5,5,10,"[9, 10, 11, 12, 13]","[9, 10, 12, 13, 14]","id: 263, experienced: False, age: 24","id: 3, title: Building geometry and metadata",24,3
269,2017-05-03 11:39:01.366704+00:00,"[4, 2, 1, 3]",1,2,76,43,119,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 264, experienced: False, age: 25","id: 1, title: Building geometry and metadata",25,1
270,2017-05-03 11:39:25.941442+00:00,"[4, 3, 1, 2]",1,2,92,66,158,5,5,10,"[15, 16, 17, 19, 20]","[15, 16, 18, 19, 20]","id: 265, experienced: True, age: 49","id: 1, title: Building geometry and metadata",49,1
277,2017-05-03 12:35:35.674686+00:00,"[4, 3, 2, 1]",2,2,66,31,97,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 273, experienced: True, age: 31","id: 2, title: Building geometry and metadata",31,2
285,2017-05-03 12:58:56.018468+00:00,"[4, 3, 1, 2]",3,1,123,74,197,5,5,10,"[10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 277, experienced: True, age: 34","id: 3, title: Building geometry and metadata",34,3
292,2017-05-03 13:56:16.154718+00:00,"[4, 2, 3, 1]",2,1,163,188,351,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 19]","id: 283, experienced: True, age: 54","id: 2, title: Building geometry and metadata",54,2
293,2017-05-03 13:57:22.967173+00:00,"[4, 3, 1, 2]",3,1,120,98,218,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 5]","id: 284, experienced: True, age: 45","id: 3, title: Building geometry and metadata",45,3
297,2017-05-03 14:02:42.419175+00:00,"[4, 3, 1, 2]",2,3,103,29,132,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 20]","id: 284, experienced: True, age: 45","id: 2, title: Building geometry and metadata",45,2
298,2017-05-03 14:05:25.302247+00:00,"[4, 2, 3, 1]",1,3,146,49,195,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4]","id: 283, experienced: True, age: 54","id: 1, title: Building geometry and metadata",54,1
320,2017-05-03 15:48:02.736642+00:00,"[4, 3, 2, 1]",1,3,105,43,148,6,4,10,"[1, 2, 3, 4, 5, 6]","[2, 3, 5, 6]","id: 303, experienced: False, age: 21","id: 1, title: Building geometry and metadata",21,1
336,2017-05-03 17:35:13.175004+00:00,"[4, 3, 2, 1]",3,1,95,62,157,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 6]","id: 337, experienced: False, age: 24","id: 3, title: Building geometry and metadata",24,3
350,2017-05-03 18:34:47.689346+00:00,"[4, 3, 2, 1]",3,1,46,66,112,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 16, 18, 20]","id: 350, experienced: True, age: 34","id: 3, title: Building geometry and metadata",34,3
352,2017-05-03 18:36:50.114609+00:00,"[4, 3, 2, 1]",2,2,65,38,103,4,6,10,"[9, 10, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 350, experienced: True, age: 34","id: 2, title: Building geometry and metadata",34,2
354,2017-05-03 18:41:25.739729+00:00,"[4, 3, 2, 1]",3,1,224,75,299,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 3, 4, 5]","id: 351, experienced: True, age: 40","id: 3, title: Building geometry and metadata",40,3
365,2017-05-03 19:09:33.969990+00:00,"[4, 1, 2, 3]",1,1,92,72,164,4,6,10,"[10, 12, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 359, experienced: True, age: 44","id: 1, title: Building geometry and metadata",44,1
368,2017-05-03 19:19:36.121850+00:00,"[4, 3, 2, 1]",1,3,132,52,184,5,5,10,"[15, 16, 17, 18, 19]","[16, 17, 18, 19, 20]","id: 358, experienced: True, age: 23","id: 1, title: Building geometry and metadata",23,1
377,2017-05-03 19:53:17.985065+00:00,"[4, 1, 2, 3]",3,3,81,26,107,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 368, experienced: True, age: 26","id: 3, title: Building geometry and metadata",26,3
382,2017-05-03 20:19:02.342805+00:00,"[4, 1, 3, 2]",2,3,58,58,116,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 4, 5]","id: 373, experienced: True, age: 36","id: 2, title: Building geometry and metadata",36,2
385,2017-05-03 20:36:14.128839+00:00,"[4, 1, 2, 3]",2,2,151,78,229,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 4, 6]","id: 380, experienced: True, age: 38","id: 2, title: Building geometry and metadata",38,2
390,2017-05-03 21:08:40.813136+00:00,"[4, 3, 2, 1]",2,2,40,17861,17901,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 308, experienced: True, age: 24","id: 2, title: Building geometry and metadata",24,2
392,2017-05-03 21:10:23.597258+00:00,"[4, 3, 2, 1]",1,3,37,31,68,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 308, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
397,2017-05-03 21:15:13.494294+00:00,"[4, 2, 1, 3]",1,2,56,68,124,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 374, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
407,2017-05-03 22:24:04.188548+00:00,"[4, 2, 1, 3]",1,2,107,58,165,5,5,10,"[15, 17, 18, 19, 20]","[15, 16, 17, 18, 20]","id: 399, experienced: False, age: 52","id: 1, title: Building geometry and metadata",52,1
414,2017-05-04 06:57:21.824464+00:00,"[4, 3, 1, 2]",1,2,95,52,147,4,6,10,"[9, 10, 13, 14]","[9, 10, 11, 12, 13, 14]","id: 406, experienced: True, age: 34","id: 1, title: Building geometry and metadata",34,1
422,2017-05-04 07:23:24.403223+00:00,"[4, 1, 2, 3]",2,2,87,34,121,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 408, experienced: True, age: 37","id: 2, title: Building geometry and metadata",37,2
431,2017-05-04 09:10:46.239646+00:00,"[4, 1, 2, 3]",3,3,120,34,154,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4]","id: 413, experienced: False, age: 52","id: 3, title: Building geometry and metadata",52,3
443,2017-05-04 10:11:33.942502+00:00,"[4, 3, 1, 2]",3,1,45,36,81,4,6,10,"[1, 2, 3, 6]","[1, 2, 3, 4, 5, 6]","id: 421, experienced: False, age: 22","id: 3, title: Building geometry and metadata",22,3
447,2017-05-04 10:15:38.621550+00:00,"[4, 3, 1, 2]",2,3,65,23,88,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 421, experienced: False, age: 22","id: 2, title: Building geometry and metadata",22,2
453,2017-05-04 11:34:19.725524+00:00,"[4, 2, 3, 1]",2,1,121,65,186,5,5,10,"[1, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 425, experienced: False, age: 53","id: 2, title: Building geometry and metadata",53,2
463,2017-05-04 12:03:06.379323+00:00,"[4, 1, 2, 3]",3,3,92,53,145,5,5,10,"[9, 10, 11, 12, 14]","[9, 10, 11, 12, 14]","id: 427, experienced: True, age: 22","id: 3, title: Building geometry and metadata",22,3
468,2017-05-04 12:51:48.168913+00:00,"[4, 2, 1, 3]",2,1,93,97,190,6,4,10,"[15, 16, 17, 18, 19, 20]","[16, 17, 18, 19]","id: 430, experienced: False, age: 20","id: 2, title: Building geometry and metadata",20,2
471,2017-05-04 12:56:27.313285+00:00,"[4, 2, 3, 1]",3,2,106,48,154,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 431, experienced: False, age: 21","id: 3, title: Building geometry and metadata",21,3
472,2017-05-04 12:59:25.252009+00:00,"[4, 2, 1, 3]",3,3,94,60,154,5,5,10,"[9, 10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 430, experienced: False, age: 20","id: 3, title: Building geometry and metadata",20,3
476,2017-05-04 13:44:41.570947+00:00,"[4, 3, 2, 1]",3,1,104,94,198,4,6,10,"[15, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 436, experienced: True, age: 22","id: 3, title: Building geometry and metadata",22,3
477,2017-05-04 13:47:26.355367+00:00,"[4, 3, 2, 1]",2,2,87,36,123,4,6,10,"[9, 10, 11, 12]","[9, 10, 11, 12, 13, 14]","id: 436, experienced: True, age: 22","id: 2, title: Building geometry and metadata",22,2
483,2017-05-04 15:32:42.168928+00:00,"[4, 1, 2, 3]",3,3,56,65,121,5,5,10,"[15, 16, 17, 18, 19]","[15, 16, 17, 19, 20]","id: 441, experienced: True, age: 22","id: 3, title: Building geometry and metadata",22,3
501,2017-05-04 21:52:51.797734+00:00,"[4, 2, 3, 1]",1,3,54,48,102,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 448, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
503,2017-05-05 04:34:25.298688+00:00,"[4, 1, 2, 3]",1,1,79,135,214,5,5,10,"[1, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 450, experienced: True, age: 23","id: 1, title: Building geometry and metadata",23,1
508,2017-05-05 06:31:05.824291+00:00,"[4, 3, 1, 2]",3,1,75,79,154,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 20]","id: 452, experienced: True, age: 38","id: 3, title: Building geometry and metadata",38,3
509,2017-05-05 06:33:35.491302+00:00,"[4, 3, 1, 2]",1,2,53,64,117,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 4, 5]","id: 452, experienced: True, age: 38","id: 1, title: Building geometry and metadata",38,1
517,2017-05-05 06:48:22.965911+00:00,"[4, 3, 2, 1]",1,3,63,30,93,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 454, experienced: True, age: 40","id: 1, title: Building geometry and metadata",40,1
529,2017-05-05 07:40:01.173398+00:00,"[4, 1, 2, 3]",1,1,540,115,655,5,5,10,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5]","id: 456, experienced: True, age: 42","id: 1, title: Building geometry and metadata",42,1
532,2017-05-05 07:44:49.156969+00:00,"[4, 1, 3, 2]",1,1,148,120,268,5,5,10,"[9, 10, 11, 12, 13]","[9, 10, 12, 13, 14]","id: 462, experienced: True, age: 39","id: 1, title: Building geometry and metadata",39,1
540,2017-05-05 08:06:40.134287+00:00,"[4, 3, 1, 2]",3,1,116,158,274,5,5,10,"[10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 465, experienced: True, age: 44","id: 3, title: Building geometry and metadata",44,3
548,2017-05-05 08:28:03.608795+00:00,"[4, 3, 2, 1]",3,1,224,528,752,6,4,10,"[9, 10, 11, 12, 13, 14]","[9, 12, 13, 14]","id: 466, experienced: True, age: 52","id: 3, title: Building geometry and metadata",52,3
549,2017-05-05 08:36:31.371485+00:00,"[4, 3, 2, 1]",2,2,180,236,416,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 18, 19, 20]","id: 466, experienced: True, age: 52","id: 2, title: Building geometry and metadata",52,2
555,2017-05-05 10:00:29.451699+00:00,"[4, 3, 1, 2]",2,3,55,24,79,6,4,10,"[9, 10, 11, 12, 13, 14]","[9, 10, 12, 13]","id: 471, experienced: True, age: 42","id: 2, title: Building geometry and metadata",42,2
562,2017-05-05 10:16:05.923198+00:00,"[4, 1, 2, 3]",1,1,4700,46,4746,4,6,10,"[2, 3, 4, 5]","[1, 2, 3, 4, 5, 6]","id: 455, experienced: True, age: 41","id: 1, title: Building geometry and metadata",41,1
584,2017-05-05 10:50:43.167731+00:00,"[4, 2, 1, 3]",2,1,128,76,204,5,5,10,"[16, 17, 18, 19, 20]","[15, 16, 17, 18, 19]","id: 484, experienced: False, age: 24","id: 2, title: Building geometry and metadata",24,2
586,2017-05-05 10:51:27.798926+00:00,"[4, 3, 1, 2]",3,1,417,241,658,5,5,10,"[1, 2, 3, 5, 6]","[1, 2, 3, 4, 5]","id: 478, experienced: True, age: 54","id: 3, title: Building geometry and metadata",54,3
601,2017-05-05 11:00:43.929286+00:00,"[4, 1, 2, 3]",1,1,128,51,179,5,5,10,"[9, 10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 493, experienced: False, age: 53","id: 1, title: Building geometry and metadata",53,1
606,2017-05-05 11:04:20.682931+00:00,"[4, 2, 3, 1]",3,2,148,62,210,5,5,10,"[9, 10, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 490, experienced: False, age: 50","id: 3, title: Building geometry and metadata",50,3
609,2017-05-05 11:07:19.826576+00:00,"[4, 1, 2, 3]",3,3,113,53,166,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 20]","id: 493, experienced: False, age: 53","id: 3, title: Building geometry and metadata",53,3
631,2017-05-05 13:10:18.039687+00:00,"[4, 3, 1, 2]",2,3,101,32,133,5,5,10,"[15, 16, 17, 19, 20]","[15, 17, 18, 19, 20]","id: 515, experienced: False, age: 20","id: 2, title: Building geometry and metadata",20,2
636,2017-05-05 13:33:19.070508+00:00,"[4, 2, 1, 3]",2,1,117,32,149,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 489, experienced: False, age: 24","id: 2, title: Building geometry and metadata",24,2
642,2017-05-05 13:49:40.897635+00:00,"[4, 3, 1, 2]",2,3,80,43,123,5,5,10,"[10, 11, 12, 13, 14]","[9, 10, 12, 13, 14]","id: 519, experienced: False, age: 23","id: 2, title: Building geometry and metadata",23,2
660,2017-05-05 18:07:07.736920+00:00,"[4, 1, 3, 2]",3,2,147,135,282,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 18, 19, 20]","id: 534, experienced: True, age: 36","id: 3, title: Building geometry and metadata",36,3
663,2017-05-05 19:18:30.071322+00:00,"[4, 2, 3, 1]",2,1,56,67,123,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 536, experienced: False, age: 22","id: 2, title: Building geometry and metadata",22,2
673,2017-05-05 20:15:44.238226+00:00,"[4, 3, 2, 1]",1,3,58,33,91,5,5,10,"[2, 3, 4, 5, 6]","[1, 3, 4, 5, 6]","id: 538, experienced: True, age: 24","id: 1, title: Building geometry and metadata",24,1
684,2017-05-06 10:08:23.480958+00:00,"[4, 1, 2, 3]",3,3,89,25,114,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 547, experienced: True, age: 24","id: 3, title: Building geometry and metadata",24,3
686,2017-05-06 10:17:16.122737+00:00,"[4, 2, 1, 3]",2,1,85,52,137,4,6,10,"[15, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 548, experienced: True, age: 22","id: 2, title: Building geometry and metadata",22,2
687,2017-05-06 10:19:04.700384+00:00,"[4, 2, 1, 3]",1,2,45,29,74,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 548, experienced: True, age: 22","id: 1, title: Building geometry and metadata",22,1
696,2017-05-06 13:37:46.355279+00:00,"[4, 3, 1, 2]",2,3,88,163,251,5,5,10,"[15, 16, 17, 19, 20]","[15, 16, 17, 19, 20]","id: 551, experienced: False, age: 20","id: 2, title: Building geometry and metadata",20,2
699,2017-05-06 15:46:13.467937+00:00,"[4, 1, 3, 2]",3,2,141,39,180,5,5,10,"[1, 2, 3, 5, 6]","[1, 2, 3, 4, 5]","id: 553, experienced: False, age: 21","id: 3, title: Building geometry and metadata",21,3
713,2017-05-07 11:41:05.917661+00:00,"[4, 2, 3, 1]",3,2,48,88,136,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 559, experienced: False, age: 22","id: 3, title: Building geometry and metadata",22,3
714,2017-05-07 11:43:08.927215+00:00,"[4, 2, 3, 1]",1,3,43,48,91,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 559, experienced: False, age: 22","id: 1, title: Building geometry and metadata",22,1
717,2017-05-07 14:19:42.122558+00:00,"[4, 3, 2, 1]",2,2,126,109,235,4,6,10,"[15, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 560, experienced: True, age: 22","id: 2, title: Building geometry and metadata",22,2
721,2017-05-07 15:08:03.987431+00:00,"[4, 1, 2, 3]",2,2,52,20,72,5,5,10,"[1, 2, 3, 4, 6]","[1, 2, 3, 4, 5]","id: 561, experienced: False, age: 21","id: 2, title: Building geometry and metadata",21,2
725,2017-05-07 15:19:12.819848+00:00,"[4, 1, 3, 2]",3,2,102,48,150,5,5,10,"[15, 16, 17, 18, 19]","[15, 17, 18, 19, 20]","id: 562, experienced: True, age: 24","id: 3, title: Building geometry and metadata",24,3
729,2017-05-07 18:14:44.683951+00:00,"[4, 2, 3, 1]",3,2,156,85,241,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 18, 19, 20]","id: 563, experienced: True, age: 46","id: 3, title: Building geometry and metadata",46,3
736,2017-05-08 05:13:09.403054+00:00,"[4, 2, 1, 3]",1,2,95,37,132,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 566, experienced: False, age: 40","id: 1, title: Building geometry and metadata",40,1
749,2017-05-08 06:33:54.528398+00:00,"[4, 2, 1, 3]",3,3,161,48,209,6,4,10,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 6]","id: 572, experienced: False, age: 22","id: 3, title: Building geometry and metadata",22,3
751,2017-05-08 06:44:42.778540+00:00,"[4, 2, 3, 1]",2,1,90,43,133,6,4,10,"[15, 16, 17, 18, 19, 20]","[15, 17, 18, 20]","id: 573, experienced: True, age: 30","id: 2, title: Building geometry and metadata",30,2
757,2017-05-08 08:42:13.747225+00:00,"[4, 3, 1, 2]",3,1,88,46,134,6,4,10,"[15, 16, 17, 18, 19, 20]","[16, 18, 19, 20]","id: 579, experienced: False, age: 19","id: 3, title: Building geometry and metadata",19,3
