id,date,taskorder,tasknumber,taskordernumber,geomtasktime,metatasktime,totaltime,correctgeom,correctmetadata,total_correct_elements,correct_buildings_geom,correct_buildings_meta,participant,task,participant_age,task_id
574,2017-05-05 10:33:49.604590+00:00,"[4, 3, 2, 1]",1,3,25,22,47,4,5,9,"[10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 477, experienced: False, age: 24","id: 1, title: Building geometry and metadata",24,1
676,2017-05-06 06:57:00.725260+00:00,"[4, 3, 2, 1]",1,3,54,14,68,2,3,5,"[19, 20]","[18, 19, 20]","id: 542, experienced: False, age: 22","id: 1, title: Building geometry and metadata",22,1
635,2017-05-05 13:18:58.198327+00:00,"[4, 3, 2, 1]",1,3,39,38,77,6,5,11,"[9, 10, 11, 12, 13, 14]","[9, 10, 11, 12, 13]","id: 516, experienced: False, age: 45","id: 1, title: Building geometry and metadata",45,1
626,2017-05-05 12:54:24.011337+00:00,"[4, 2, 1, 3]",1,2,50,28,78,4,5,9,"[1, 2, 5, 6]","[1, 2, 3, 4, 5]","id: 513, experienced: False, age: 25","id: 1, title: Building geometry and metadata",25,1
446,2017-05-04 10:13:58.524574+00:00,"[4, 2, 3, 1]",1,3,52,34,86,1,6,7,[19],"[15, 16, 17, 18, 19, 20]","id: 420, experienced: False, age: 22","id: 1, title: Building geometry and metadata",22,1
714,2017-05-07 11:43:08.927215+00:00,"[4, 2, 3, 1]",1,3,43,48,91,4,6,10,"[10, 11, 12, 14]","[9, 10, 11, 12, 13, 14]","id: 559, experienced: False, age: 22","id: 1, title: Building geometry and metadata",22,1
192,2017-05-02 11:19:54.909790+00:00,"[4, 1, 2, 3]",1,1,45,47,92,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 226, experienced: False, age: 24","id: 1, title: Building geometry and metadata",24,1
665,2017-05-05 19:23:07.092753+00:00,"[4, 2, 3, 1]",1,3,73,25,98,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 536, experienced: False, age: 22","id: 1, title: Building geometry and metadata",22,1
167,2017-05-02 09:44:45.120381+00:00,"[4, 2, 3, 1]",1,3,54,45,99,4,6,10,"[2, 3, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 210, experienced: False, age: 23","id: 1, title: Building geometry and metadata",23,1
175,2017-05-02 09:57:52.816335+00:00,"[4, 1, 2, 3]",1,1,52,48,100,4,5,9,"[15, 16, 17, 19]","[15, 16, 17, 18, 19]","id: 220, experienced: False, age: 25","id: 1, title: Building geometry and metadata",25,1
445,2017-05-04 10:13:53.435131+00:00,"[4, 3, 1, 2]",1,2,68,35,103,3,6,9,"[10, 11, 12]","[9, 10, 11, 12, 13, 14]","id: 421, experienced: False, age: 22","id: 1, title: Building geometry and metadata",22,1
376,2017-05-03 19:51:48.074059+00:00,"[4, 3, 1, 2]",1,2,76,28,104,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 366, experienced: False, age: 29","id: 1, title: Building geometry and metadata",29,1
242,2017-05-03 09:58:44.995943+00:00,"[4, 2, 3, 1]",1,3,80,26,106,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 248, experienced: False, age: 24","id: 1, title: Building geometry and metadata",24,1
339,2017-05-03 17:39:40.574868+00:00,"[4, 3, 2, 1]",1,3,52,56,108,4,5,9,"[10, 11, 12, 14]","[9, 10, 11, 12, 13]","id: 337, experienced: False, age: 24","id: 1, title: Building geometry and metadata",24,1
783,2017-05-08 11:48:56.924159+00:00,"[4, 1, 3, 2]",1,1,70,40,110,5,6,11,"[15, 16, 17, 18, 19]","[15, 16, 17, 18, 19, 20]","id: 575, experienced: False, age: 21","id: 1, title: Building geometry and metadata",21,1
741,2017-05-08 06:04:00.269934+00:00,"[4, 3, 2, 1]",1,3,65,48,113,3,3,6,"[10, 12, 14]","[9, 12, 13]","id: 569, experienced: False, age: 47","id: 1, title: Building geometry and metadata",47,1
220,2017-05-03 07:57:55.158594+00:00,"[4, 2, 1, 3]",1,2,60,55,115,4,3,7,"[15, 17, 18, 19]","[18, 19, 20]","id: 235, experienced: False, age: 24","id: 1, title: Building geometry and metadata",24,1
421,2017-05-04 07:23:04.805480+00:00,"[4, 3, 2, 1]",1,3,79,36,115,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 407, experienced: False, age: 26","id: 1, title: Building geometry and metadata",26,1
768,2017-05-08 10:16:53.010693+00:00,"[4, 2, 1, 3]",1,2,60,55,115,4,4,8,"[10, 11, 12, 14]","[9, 12, 13, 14]","id: 586, experienced: False, age: 20","id: 1, title: Building geometry and metadata",20,1
646,2017-05-05 13:59:49.092932+00:00,"[4, 3, 1, 2]",1,2,69,50,119,6,6,12,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 521, experienced: False, age: 21","id: 1, title: Building geometry and metadata",21,1
269,2017-05-03 11:39:01.366704+00:00,"[4, 2, 1, 3]",1,2,76,43,119,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 264, experienced: False, age: 25","id: 1, title: Building geometry and metadata",25,1
720,2017-05-07 15:06:29.816532+00:00,"[4, 1, 2, 3]",1,1,60,66,126,4,5,9,"[15, 16, 18, 19]","[15, 16, 18, 19, 20]","id: 561, experienced: False, age: 21","id: 1, title: Building geometry and metadata",21,1
678,2017-05-06 08:11:22.799684+00:00,"[4, 1, 2, 3]",1,1,74,53,127,5,6,11,"[2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","id: 543, experienced: False, age: 21","id: 1, title: Building geometry and metadata",21,1
613,2017-05-05 12:03:59.158559+00:00,"[4, 1, 2, 3]",1,1,89,42,131,4,4,8,"[15, 16, 17, 19]","[15, 18, 19, 20]","id: 506, experienced: False, age: 27","id: 1, title: Building geometry and metadata",27,1
779,2017-05-08 11:06:54.918900+00:00,"[4, 1, 2, 3]",1,1,78,53,131,4,5,9,"[10, 11, 12, 14]","[9, 10, 12, 13, 14]","id: 590, experienced: False, age: 31","id: 1, title: Building geometry and metadata",31,1
736,2017-05-08 05:13:09.403054+00:00,"[4, 2, 1, 3]",1,2,95,37,132,4,6,10,"[15, 16, 17, 19]","[15, 16, 17, 18, 19, 20]","id: 566, experienced: False, age: 40","id: 1, title: Building geometry and metadata",40,1
610,2017-05-05 11:07:26.837882+00:00,"[4, 2, 3, 1]",1,3,75,58,133,6,6,12,"[15, 16, 17, 18, 19, 20]","[15, 16, 17, 18, 19, 20]","id: 490, experienced: False, age: 50","id: 1, title: Building geometry and metadata",50,1
